Company Name,Rating,Review Count,Company Type,Headquarters,Company Age,Number of Employees
V-Trans,4.2,175 Reviews,Public,Mumbai + 40 more,62 years old,1001-5000 employees
NJ India Invest,4.1,175 Reviews,Private,Surat + 46 more,26 years old,1001-5000 employees
IL&FS Technologies,4.0,175 Reviews,Public,Gurgaon + 43 more,87 years old,501-1000 employees
Ministry Of Education,4.3,175 Reviews,Private,Male + 17 more,,5001-10000 employees
Cadbury,4.5,174 Reviews,Private,Birmingham + 36 more,196 years old,10000+ employees
Lear Corporation,3.9,174 Reviews,Public,Southfield + 8 more,103 years old,10000+ employees
SMC Global Securities,3.7,174 Reviews,Public,New Delhi + 27 more,30 years old,1001-5000 employees
J K Fenner,3.9,174 Reviews,Private,Madurai + 20 more,91 years old,1001-5000 employees
WorleyParsons,4.2,174 Reviews,Private,North Sydney + 17 more,49 years old,10000+ employees
K Raheja Corp,4.3,174 Reviews,Private,Mumbai + 7 more,64 years old,1001-5000 employees
Tata Capital Housing Fin...,4.1,174 Reviews,Public,Mumbai + 48 more,12 years old,5001-10000 employees
Jaro Education,2.7,174 Reviews,Private,Mumbai + 7 more,11 years old,501-1000 employees
Mazagon Dock,4.2,174 Reviews,Private,Mumbai + 1 more,86 years old,5001-10000 employees
JTEKT,4.3,174 Reviews,Public,Nagoya + 10 more,14 years old,10000+ employees
HEISCO,4.0,174 Reviews,Private,Safat + 11 more,46 years old,5001-10000 employees
Tata steel BSL,4.2,174 Reviews,Public,New Delhi + 15 more,33 years old,5001-10000 employees
Trident Hotels,4.3,174 Reviews,Private,New Delhi + 19 more,86 years old,5001-10000 employees
Sasken,3.4,173 Reviews,Public,Bengaluru + 6 more,31 years old,1001-5000 employees
Reliance Money,4.1,173 Reviews,Private,Mumbai + 40 more,14 years old,1001-5000 employees
DBS Bank,3.6,173 Reviews,Private,Singapore + 12 more,52 years old,10000+ employees
Williams Lea Tag,3.7,173 Reviews,Public,London + 6 more,200 years old,10000+ employees
Ramada,4.0,173 Reviews,Private,New Jersey + 24 more,67 years old,10000+ employees
Jardine Lloyd Thompson,3.8,173 Reviews,Private,London + 1 more,23 years old,10000+ employees
Wuerth India,4.1,173 Reviews,Private,Mumbai + 36 more,26 years old,1001-5000 employees
All India Radio,4.1,173 Reviews,Private,New Delhi + 46 more,90 years old,1001-5000 employees
Patra Corporation,4.0,173 Reviews,Private,El Dorado Hills + 5 more,15 years old,51-200 employees
Uppcl,4.2,173 Reviews,,Lucknow + 39 more,20 years old,5001-10000 employees
Ness Technologies,3.3,172 Reviews,Private,Teaneck + 4 more,22 years old,1001-5000 employees
Bristlecone,3.4,172 Reviews,Private,San Jose + 4 more,22 years old,1001-5000 employees
Altimetrik,3.5,172 Reviews,Private,"Southfield,MI + 4 more",8 years old,1001-5000 employees
Investors Clinic,2.8,172 Reviews,,Noida + 12 more,14 years old,1001-5000 employees
Mahanagar Gas,4.0,172 Reviews,Public,Mumbai + 9 more,25 years old,1001-5000 employees
TTK Healthcare,4.0,172 Reviews,Public,Chennai + 41 more,62 years old,1001-5000 employees
Venky's,4.1,172 Reviews,Public,Pune + 32 more,49 years old,10000+ employees
Kataria Automobiles,3.7,172 Reviews,,Ahmedabad + 8 more,64 years old,1001-5000 employees
Visionary RCM Infotech,3.2,172 Reviews,Private,Chennai + 3 more,14 years old,1001-5000 employees
Thriveni Earthmovers,4.1,172 Reviews,Private,Salem + 14 more,29 years old,5001-10000 employees
GE Healthcare,4.1,171 Reviews,Private,Chicago + 14 more,26 years old,10000+ employees
Ameriprise Financial,3.8,171 Reviews,Private,Minneapolis + 2 more,126 years old,10000+ employees
Madura Coats,3.9,171 Reviews,Private,Middlesex + 27 more,46 years old,501-1000 employees
Utility Powertech,4.0,171 Reviews,Private,Noida + 28 more,25 years old,1001-5000 employees
Westin,4.3,171 Reviews,Private,Maryland + 14 more,35 years old,5001-10000 employees
Microtek International,3.9,171 Reviews,Private,New Delhi + 37 more,40 years old,501-1000 employees
WAPCOS,4.0,171 Reviews,Private,New Delhi + 43 more,51 years old,1001-5000 employees
Satyam Auto Components,4.0,171 Reviews,Private,New Delhi + 11 more,19 years old,1001-5000 employees
Aerial Telecom Solutions,3.7,171 Reviews,Private,Mohali + 32 more,10 years old,1001-5000 employees
IBS Software Services,4.0,170 Reviews,Private,Thiruvananthapuram + 4 more,23 years old,1001-5000 employees
Lenovo,4.0,170 Reviews,Private,Quarry Bay + 38 more,36 years old,10000+ employees
Wartsila,4.3,170 Reviews,Private,Helsinki + 23 more,186 years old,10000+ employees
ABP Group,3.5,170 Reviews,,Kolkata + 16 more,98 years old,1001-5000 employees
Kirloskar Pneumatic,4.0,170 Reviews,Public,Maharashtra + 7 more,62 years old,501-1000 employees
NCCCL,3.9,170 Reviews,Private,Mumbai + 12 more,74 years old,1001-5000 employees
Micron Electricals,4.1,170 Reviews,Private,Bangalore + 7 more,44 years old,1001-5000 employees
National Bulk Handling C...,4.1,170 Reviews,Private,Mumbai + 49 more,17 years old,1001-5000 employees
Ziqitza Health Care,3.8,170 Reviews,Public,Mumbai + 24 more,16 years old,501-1000 employees
Google,4.5,169 Reviews,Private,Mountain View + 25 more,22 years old,10000+ employees
Housing.com,3.9,169 Reviews,Private,Gurgaon + 17 more,8 years old,1001-5000 employees
National Contracting Com...,4.1,169 Reviews,Private,Al-Khobar + 13 more,53 years old,501-1000 employees
Travel Food Services,3.7,169 Reviews,Private,Mumbai + 10 more,11 years old,5001-10000 employees
Keventer Agro,4.0,169 Reviews,Private,Kolkata + 28 more,34 years old,501-1000 employees
Roop Polymers,4.1,169 Reviews,Public,Gurgaon + 11 more,47 years old,1001-5000 employees
Fortis Escorts Hospital,4.2,169 Reviews,Public,New Delhi + 11 more,32 years old,1001-5000 employees
Jubilant Foods Works,4.0,169 Reviews,,Noida + 46 more,25 years old,10000+ employees
UBS,3.5,168 Reviews,Private,Zurich + 24 more,158 years old,10000+ employees
Adidas,4.4,168 Reviews,Private,Herzogenaurach + 35 more,71 years old,10000+ employees
Castrol,4.3,168 Reviews,Public,London + 44 more,121 years old,5001-10000 employees
Godrej Industries,4.3,168 Reviews,Public,Mumbai + 29 more,57 years old,10000+ employees
B. Braun Medical,3.9,168 Reviews,Private,Melsungen + 27 more,181 years old,10000+ employees
Bharat Serums and Vaccin...,4.2,168 Reviews,Private,Mumbai + 25 more,49 years old,1001-5000 employees
Nowfloats Technologies,3.1,168 Reviews,Private,Hyderabad + 35 more,8 years old,501-1000 employees
TCI Express,4.2,168 Reviews,Public,Gurugram + 38 more,24 years old,1001-5000 employees
Xoriant,3.7,167 Reviews,Private,Sunnyvale + 6 more,30 years old,1001-5000 employees
UCAL Fuel Systems,4.0,167 Reviews,Public,Chennai + 10 more,35 years old,1001-5000 employees
Xavient Digital - Powere...,3.4,167 Reviews,,Simi Valley + 2 more,18 years old,1001-5000 employees
Aquasub Engineering,4.1,167 Reviews,Private,Coimbatore + 3 more,64 years old,201-500 employees
Country Inns & Suites,4.2,167 Reviews,Private,Burnsville + 20 more,33 years old,501-1000 employees
L.G.Balakrishnan&Brother...,3.9,167 Reviews,Public,Coimbatore + 12 more,83 years old,1001-5000 employees
Bussan Auto Finance,3.9,167 Reviews,Private,New Delhi + 35 more,86 years old,5001-10000 employees
Grand Hyatt,4.7,166 Reviews,Private,Chicago + 9 more,63 years old,10000+ employees
Maini Precision Products,3.8,166 Reviews,Private,Bangalore,47 years old,1001-5000 employees
ICCS,3.0,166 Reviews,Private,New Delhi + 7 more,16 years old,1001-5000 employees
Bunge India,3.9,166 Reviews,Private,Mumbai + 23 more,20 years old,1001-5000 employees
Jamna Auto Industries,3.8,166 Reviews,Public,Yamuna Nagar + 17 more,66 years old,1001-5000 employees
Hetero Healthcare,3.7,166 Reviews,Private,Hyderabad + 29 more,27 years old,1001-5000 employees
Aegis Essar,3.6,166 Reviews,,Mumbai + 20 more,51 years old,10000+ employees
CNH Industrial,4.0,166 Reviews,Public,London + 23 more,21 years old,10000+ employees
Csc E Governance Service...,4.0,166 Reviews,Private,New Delhi + 47 more,14 years old,1001-5000 employees
Thermo Fisher Scientific,3.8,165 Reviews,Private,"Waltham,MA + 17 more",14 years old,10000+ employees
Linkquest Telecom,3.4,165 Reviews,Private,Noida + 30 more,24 years old,1001-5000 employees
McDermott International,4.4,165 Reviews,,Houston + 19 more,97 years old,
Tribhovandas Bhimji Zave...,4.1,165 Reviews,Public,Mumbai + 28 more,156 years old,1001-5000 employees
Jyoti CNC Automation,4.3,165 Reviews,Public,Rajkot + 18 more,31 years old,1001-5000 employees
Arthur J. Gallagher & Co,3.8,165 Reviews,Private,Illinois + 3 more,93 years old,10000+ employees
People Group,3.9,164 Reviews,Private,Mumbai + 22 more,24 years old,201-500 employees
Indian Space Research Or...,4.5,164 Reviews,Public,Bengaluru + 11 more,51 years old,10000+ employees
Nissan,4.0,164 Reviews,Private,"Yokohama-shi,Kanagawa + 45 more",87 years old,10000+ employees
Emaar MGF,3.9,164 Reviews,Public,New Delhi + 13 more,15 years old,501-1000 employees
Pace Setters Business So...,3.8,164 Reviews,Proprietorship,Mumbai + 9 more,14 years old,5001-10000 employees
Sutherland Healthcare So...,3.8,164 Reviews,Private,"Pittsford (Rochester),NY + 2 more",34 years old,5001-10000 employees
Hyundai Heavy Industries,4.4,164 Reviews,,Dong-Gu + 17 more,48 years old,10000+ employees
Essae Teraoka,3.8,164 Reviews,Joint Venture,Bengaluru + 41 more,34 years old,201-500 employees
Indraprastha Gas,4.2,164 Reviews,Public,New Delhi + 7 more,22 years old,501-1000 employees
F1 Info Solutions Servic...,4.0,164 Reviews,Private,Mumbai + 26 more,8 years old,1001-5000 employees
H.G. Infra Engineering,4.1,164 Reviews,Public,Jaipur + 22 more,17 years old,1001-5000 employees
PCS Technology,3.5,163 Reviews,Public,Mumbai + 39 more,39 years old,1001-5000 employees
Serco Global Services,3.7,163 Reviews,Private,Hampshire + 19 more,91 years old,10000+ employees
Hindusthan National Glas...,3.7,163 Reviews,Public,Kolkata + 11 more,74 years old,5001-10000 employees
Ryan International Schoo...,3.5,163 Reviews,Public,Mumbai + 29 more,44 years old,10000+ employees
TI Cycles of India,4.1,163 Reviews,Public,Chennai + 20 more,71 years old,201-500 employees
Netscribes,3.2,163 Reviews,Private,New York + 1 more,20 years old,501-1000 employees
Meyer Organics,4.1,163 Reviews,Private,Mumbai + 34 more,38 years old,501-1000 employees
Greet Technologies,3.3,163 Reviews,Private,Bangalore,29 years old,1001-5000 employees
Ashirvad Pipes,4.2,163 Reviews,Private,Bengaluru + 29 more,45 years old,1001-5000 employees
Havmor Ice Cream,4.5,163 Reviews,Private,Ahmedabad + 30 more,76 years old,1001-5000 employees
Isuzu Motors,3.8,163 Reviews,Private,Tokyo + 10 more,104 years old,501-1000 employees
Jetking Infotrain,3.6,162 Reviews,Public,Mumbai + 42 more,73 years old,1001-5000 employees
Delphi Automotive System...,4.1,162 Reviews,Public,Dublin + 13 more,26 years old,10000+ employees
Hitachi Consulting,3.2,162 Reviews,Private,Dallas + 6 more,20 years old,5001-10000 employees
QUICK HEAL TECHNOLOGIES,3.3,162 Reviews,Public,Pune + 21 more,27 years old,1001-5000 employees
Dainik Jagran,4.0,162 Reviews,Private,Kanpur + 40 more,78 years old,5001-10000 employees
Minda Corporation,4.1,162 Reviews,Public,Gurugram + 14 more,62 years old,10000+ employees
TTK Prestige,4.0,162 Reviews,Public,Bangalore + 44 more,65 years old,501-1000 employees
Mitsubishi Electric,4.2,162 Reviews,Private,Tokyo + 16 more,99 years old,10000+ employees
Faasos Food Services,3.9,162 Reviews,Private,Pune + 13 more,9 years old,1001-5000 employees
T.v. Sundram Iyengar & S...,4.3,162 Reviews,,Madurai + 41 more,109 years old,10000+ employees
SMS Infrastructure,4.1,162 Reviews,Private,Nagpur + 34 more,57 years old,1001-5000 employees
Kirloskar Toyota Textile...,4.2,162 Reviews,Private,Bangalore + 2 more,25 years old,1001-5000 employees
Matrix Cellular Services,2.9,161 Reviews,Private,New Delhi + 16 more,25 years old,1001-5000 employees
Epicenter Technologies,3.7,161 Reviews,Private,Mumbai + 1 more,20 years old,1001-5000 employees
Triveni Engineering & In...,4.2,161 Reviews,Public,Noida + 24 more,88 years old,5001-10000 employees
LIC Housing Finance,4.0,161 Reviews,Public,Mumbai + 46 more,31 years old,10000+ employees
Varun Motors,3.9,161 Reviews,Private,Hyderabad + 11 more,26 years old,201-500 employees
Bureau Veritas Consumer ...,3.8,161 Reviews,Private,New York + 13 more,192 years old,10000+ employees
Rajsriya Automotive Indu...,3.2,161 Reviews,Private,Chennai + 1 more,43 years old,501-1000 employees
Magneti Marelli,3.7,161 Reviews,Private,Corbetta + 6 more,101 years old,10000+ employees
Xiaomi,4.1,161 Reviews,Private,Beijing + 36 more,10 years old,10000+ employees
UCO Bank,4.2,161 Reviews,Public,Kolkata + 48 more,77 years old,10000+ employees
CreditAccess Grameen,4.2,161 Reviews,Public,Bengaluru + 39 more,21 years old,10000+ employees
Siti Networks,3.8,161 Reviews,Public,Noida + 27 more,26 years old,201-500 employees
JK Technosoft,3.4,160 Reviews,Public,Noida + 10 more,26 years old,1001-5000 employees
Religare Finvest,4.5,160 Reviews,Public,New Delhi + 30 more,25 years old,1001-5000 employees
BankBazaar,3.5,160 Reviews,Private,Chennai + 3 more,12 years old,1001-5000 employees
Sakthi Auto Components,3.7,160 Reviews,,Coimbatore + 8 more,37 years old,201-500 employees
CDK Global,3.5,160 Reviews,Private,"Hoffman Estates,IL",48 years old,5001-10000 employees
Bharat Oman Refineries,4.1,160 Reviews,Public,Bina + 13 more,9 years old,501-1000 employees
L & W Constructions,3.7,160 Reviews,Private,Bengaluru + 11 more,14 years old,501-1000 employees
Akshaya Patra Foundation,4.1,160 Reviews,NGO/NPO,Bangalore + 26 more,20 years old,5001-10000 employees
Andritz,3.7,160 Reviews,Private,Graz + 7 more,168 years old,10000+ employees
Country Club India,3.3,159 Reviews,Private,Hyderabad + 23 more,35 years old,10000+ employees
Time Technoplast,3.6,159 Reviews,Public,Mumbai + 24 more,28 years old,1001-5000 employees
Value Point Systems,3.5,159 Reviews,Private,Bangalore + 20 more,29 years old,1001-5000 employees
Okaya Power,3.8,159 Reviews,Private,"New Delhi,India + 37 more",33 years old,1001-5000 employees
Synergy Property Develop...,4.1,159 Reviews,Private,Bengaluru + 17 more,17 years old,1001-5000 employees
Spar Hyper Market,4.1,159 Reviews,,Bengaluru + 12 more,88 years old,10000+ employees
Molex,3.8,159 Reviews,Private,"Lisle,IL + 6 more",82 years old,10000+ employees
Akumentis Healthcare,3.2,159 Reviews,Private,Thane + 27 more,10 years old,1001-5000 employees
Allied Blenders & Distil...,3.8,159 Reviews,Private,Mumbai + 31 more,34 years old,501-1000 employees
Swadhaar FinServe,4.0,159 Reviews,Private,Mumbai + 47 more,12 years old,1001-5000 employees
Miric Biotech,3.4,159 Reviews,Private,New Delhi + 39 more,8 years old,201-500 employees
Ventura Securities,3.6,158 Reviews,Public,Thane + 28 more,26 years old,1001-5000 employees
New Holland Fiat (India),4.3,158 Reviews,Private,Greater Noida + 24 more,22 years old,1001-5000 employees
Qcon,4.3,158 Reviews,Private,Doha + 10 more,45 years old,5001-10000 employees
FirstCry,3.8,158 Reviews,Private,Pune + 22 more,10 years old,1001-5000 employees
Allianz Cornhill Informa...,4.3,158 Reviews,Private,Thiruvananthapuram + 1 more,17 years old,1001-5000 employees
GlobalData,3.6,158 Reviews,Private,London + 1 more,4 years old,1001-5000 employees
Aurangabad Electricals,3.9,158 Reviews,Private,Aurangabad + 5 more,35 years old,1001-5000 employees
Avineon India,3.1,158 Reviews,Private,"Mc Lean,VA",22 years old,1001-5000 employees
Kokilaben Dhirubhai Amba...,4.1,158 Reviews,Private,"Mumbai,India + 6 more",11 years old,1001-5000 employees
Angelique International,4.3,158 Reviews,Private,Noida + 9 more,24 years old,501-1000 employees
Toyoda Gosei Minda,4.2,158 Reviews,Private,Aichi + 7 more,71 years old,10000+ employees
Zinka Logistics Solution...,3.9,158 Reviews,Private,Bangalore + 45 more,5 years old,1001-5000 employees
Goldman Sachs,3.8,157 Reviews,Private,New York + 4 more,151 years old,10000+ employees
Aspire Systems,3.9,157 Reviews,Private,Oak Brook + 6 more,24 years old,1001-5000 employees
Shilpa Medicare,3.5,157 Reviews,Public,Raichur + 12 more,33 years old,1001-5000 employees
Chemplast Sanmar,4.0,157 Reviews,Private,Chennai + 5 more,48 years old,1001-5000 employees
Drake & Scull Internatio...,3.7,157 Reviews,Private,Dubai + 15 more,139 years old,10000+ employees
Eversendai,3.8,157 Reviews,Private,Rawang + 11 more,36 years old,10000+ employees
Glaze Trading India,4.0,157 Reviews,Private,New Delhi + 47 more,17 years old,1001-5000 employees
GVPR Engineers,3.6,157 Reviews,Public,Hyderabad + 18 more,23 years old,501-1000 employees
eBIZ.com,4.1,157 Reviews,Private,Noida + 24 more,19 years old,10000+ employees
Citylife Retail,3.9,157 Reviews,Private,Howrah + 34 more,14 years old,1001-5000 employees
Iron Mountain Inc,4.0,156 Reviews,Private,"Boston,Massachusetts + 14 more",69 years old,10000+ employees
Prodapt Solutions,3.3,156 Reviews,Private,Chennai + 3 more,21 years old,1001-5000 employees
DEN Networks,3.9,156 Reviews,Public,New Delhi + 20 more,13 years old,1001-5000 employees
Allegis Group,3.8,156 Reviews,Private,Hanover + 5 more,37 years old,10000+ employees
SRM University,3.9,156 Reviews,Private,Chennai + 15 more,35 years old,1001-5000 employees
Shriram Housing Finance,3.9,156 Reviews,Public,Mumbai + 43 more,46 years old,501-1000 employees
Giesecke & Devrient,3.8,156 Reviews,Private,Munich + 26 more,168 years old,10000+ employees
VKC Group,3.6,156 Reviews,Private,Daman + 21 more,,10000+ employees
Alankit,3.2,156 Reviews,Public,New Delhi + 26 more,25 years old,1001-5000 employees
Liyaans Properties,4.3,156 Reviews,,Kolkata,9 years old,
Unitech,3.9,155 Reviews,Public,Gurgaon + 16 more,49 years old,1001-5000 employees
Onward Technologies Inc,3.1,155 Reviews,Public,Mumbai + 10 more,29 years old,1001-5000 employees
The Linde Group,4.0,155 Reviews,Public,Pullach + 25 more,141 years old,10000+ employees
